test_year,candidate_rule,candidate_share,candidate_units,damage_rate,damage_lift,damage_capture,cost_capture,aos_capture
2010,Boundary-excess expansion,0.01,84,0.4166666666666667,4.761415525114155,0.04794520547945205,0.06888564405400105,0.07379978840820062
2010,Posterior-mean expansion,0.01,84,0.4166666666666667,4.761415525114155,0.04794520547945205,0.05530222108372904,0.04563520430046036
2010,Random unselected expansion,0.01,84,0.06160714285714285,0.7040092954990215,0.00708904109589041,0.009046557891015102,0.006649558230635062
2010,Boundary-certificate expansion,0.02,167,0.41317365269461076,4.721499466819785,0.09452054794520548,0.08947179045365301,0.18960340834357933
2010,Boundary-excess expansion,0.02,167,0.3592814371257485,4.1056517102780745,0.0821917808219178,0.08507129241768137,0.1839418980356275
2010,Posterior-mean expansion,0.02,167,0.4251497005988024,4.858354523829055,0.09726027397260274,0.09076809419764324,0.180625053612787
2010,Random unselected expansion,0.02,167,0.0622754491017964,0.7116462964481997,0.014246575342465753,0.021090143941143807,0.015211162897092043
2010,Boundary-certificate expansion,0.05,418,0.2966507177033493,3.389945598741561,0.16986301369863013,0.17953045692003855,0.21936922768993222
2010,Boundary-excess expansion,0.05,418,0.284688995215311,3.253254243953595,0.16301369863013698,0.15837553699844345,0.2219998284390816
2010,Posterior-mean expansion,0.05,418,0.3277511961722488,3.7453431211902735,0.18767123287671234,0.19428040317156864,0.22843336287993596
2010,Random unselected expansion,0.05,418,0.060299043062200956,0.6890611194861376,0.03452739726027397,0.05466713394167708,0.03677522660337975
2011,Boundary-certificate expansion,0.005,43,0.3023255813953488,3.9672615828375695,0.020155038759689922,0.005979511911537066,0.031684919005247544
2011,Boundary-excess expansion,0.005,43,0.2558139534883721,3.356913647016405,0.017054263565891473,0.0036169300208564745,0.03248345881816108
2011,Posterior-mean expansion,0.005,43,0.37209302325581395,4.882783486569316,0.024806201550387597,0.008177113698044412,0.03274013232945471
2011,Random unselected expansion,0.005,43,0.05,0.656124031007752,0.0033333333333333335,0.009459136587587107,0.006484000684462696
2011,Boundary-certificate expansion,0.01,85,0.3176470588235294,4.1683173734610115,0.04186046511627907,0.019120992354169194,0.11376340406114534
2011,Boundary-excess expansion,0.01,85,0.2823529411764706,3.7051709986320107,0.037209302325581395,0.029357893730855247,0.1982375085557837
2011,Posterior-mean expansion,0.01,85,0.25882352941176473,3.39640674874601,0.034108527131782945,0.01798944510931048,0.07161190965092402
2011,Random unselected expansion,0.01,85,0.05217647058823529,0.684684724122207,0.006875968992248061,0.02086036016522481,0.015230007985398128
2011,Boundary-certificate expansion,0.02,170,0.31176470588235294,4.0911263109895115,0.08217054263565891,0.16978031753296377,0.3613107460643395
2011,Boundary-excess expansion,0.02,170,0.3,3.936744186046511,0.07906976744186046,0.16694617495166172,0.35355350216746523
2011,Posterior-mean expansion,0.02,170,0.29411764705882354,3.859553123575011,0.07751937984496124,0.20033272145081962,0.28582021446497835
2011,Random unselected expansion,0.02,170,0.05385294117647058,0.7066841769265845,0.014193798449612403,0.04330004875990451,0.029130589778690395
