test_year,rule,capacity,test_component_units,damage_units,selected_units,selected_damage_units,damage_capture,selected_hit_rate,overall_damage_rate,damage_lift,cost_capture,aos_capture,fallback_share
2008,Full hierarchy with certificates,0.1,6390,628,639,339,0.5398089171974523,0.5305164319248826,0.09827856025039124,5.398089171974522,0.8578237143704501,0.881611622995335,0.012519561815336464
2009,Direct full cell,0.05,8623,745,432,248,0.33288590604026846,0.5740740740740741,0.08639684564536704,6.644618443947303,0.8605312923169539,0.6149191117968995,0.0
2009,Direct full cell,0.1,8623,745,863,393,0.5275167785234899,0.45538818076477405,0.08639684564536704,5.27088897011362,0.916144470887345,0.8490247607107554,0.0
2009,EB component,0.05,8623,745,432,152,0.2040268456375839,0.35185185185185186,0.08639684564536704,4.072508078548347,0.6275596079100961,0.24644983967017867,0.0
2009,EB component,0.1,8623,745,863,211,0.2832214765100671,0.24449594438006952,0.08639684564536704,2.8299174877709254,0.8722245096274055,0.31130506063601515,0.0
2009,EB component-phase,0.05,8623,745,432,164,0.22013422818791947,0.37962962962962965,0.08639684564536704,4.394021874223217,0.8578713759685392,0.2185428068568122,0.0
2009,EB component-phase,0.1,8623,745,863,262,0.3516778523489933,0.30359212050984935,0.08639684564536704,3.5139259800757463,0.875888592489227,0.41823179111314707,0.0
2009,EB component-phase-size,0.05,8623,745,432,243,0.3261744966442953,0.5625,0.08639684564536704,6.5106543624161075,0.860884227830227,0.6275526195240736,0.0023148148148148147
2009,EB component-phase-size,0.1,8623,745,863,383,0.5140939597315436,0.44380069524913096,0.08639684564536704,5.136769657896989,0.8906349169055859,0.7111531692263182,0.0034762456546929316
2009,Full hierarchy,0.05,8623,745,432,265,0.35570469798657717,0.6134259259259259,0.08639684564536704,7.1000963211533685,0.8519223474627731,0.6252380837572631,0.018518518518518517
2009,Full hierarchy,0.1,8623,745,863,402,0.5395973154362416,0.46581691772885286,0.08639684564536704,5.391596351108588,0.9051251640131928,0.8641054078163801,0.01853997682502897
2009,Full hierarchy with certificates,0.05,8623,745,432,265,0.35570469798657717,0.6134259259259259,0.08639684564536704,7.1000963211533685,0.8519223474627731,0.6252380837572631,0.018518518518518517
2009,Full hierarchy with certificates,0.1,8623,745,863,402,0.5395973154362416,0.46581691772885286,0.08639684564536704,5.391596351108588,0.9051251640131928,0.8641054078163801,0.01853997682502897
2010,Direct full cell,0.05,8342,730,418,234,0.32054794520547947,0.5598086124401914,0.08750899064972428,6.397155404076818,0.5193914585832317,0.7218997512366683,0.0
2010,Direct full cell,0.1,8342,730,835,368,0.5041095890410959,0.4407185628742515,0.08750899064972428,5.0362660979411045,0.6247765942819224,0.831069682326366,0.0
2010,EB component,0.05,8342,730,418,124,0.16986301369863013,0.2966507177033493,0.08750899064972428,3.389945598741561,0.36696361592322047,0.2987733394332771,0.0
2010,EB component,0.1,8342,730,835,185,0.2534246575342466,0.2215568862275449,0.08750899064972428,2.531818554671479,0.7239619791333722,0.4197809738941469,0.0
2010,EB component-phase,0.05,8342,730,418,168,0.23013698630136986,0.4019138755980861,0.08750899064972428,4.5928295208756635,0.4248267115330724,0.3654247562405284,0.0
2010,EB component-phase,0.1,8342,730,835,266,0.3643835616438356,0.318562874251497,0.08750899064972428,3.6403445164465587,0.5166805263542708,0.4536928487690504,0.0
2010,EB component-phase-size,0.05,8342,730,418,236,0.3232876712328767,0.5645933014354066,0.08750899064972428,6.451831945992003,0.542678122919343,0.6405226889314614,0.0
2010,EB component-phase-size,0.1,8342,730,835,363,0.49726027397260275,0.4347305389221557,0.08750899064972428,4.96783856943647,0.5838266159972538,0.7386269407828897,0.029940119760479042
2010,Full hierarchy,0.05,8342,730,418,245,0.3356164383561644,0.5861244019138756,0.08750899064972428,6.6978763846103435,0.5228521279814856,0.6974523203614217,0.011961722488038277
2010,Full hierarchy,0.1,8342,730,835,382,0.5232876712328767,0.45748502994011975,0.08750899064972428,5.227863177754081,0.5876262093558879,0.7878649243702285,0.05029940119760479
2010,Full hierarchy with certificates,0.05,8342,730,418,245,0.3356164383561644,0.5861244019138756,0.08750899064972428,6.6978763846103435,0.5228521279814856,0.6974523203614217,0.011961722488038277
2010,Full hierarchy with certificates,0.1,8342,730,835,382,0.5232876712328767,0.45748502994011975,0.08750899064972428,5.227863177754081,0.5876262093558879,0.7878649243702285,0.05029940119760479
2011,Direct full cell,0.05,8464,645,424,218,0.33798449612403103,0.5141509433962265,0.07620510396975426,6.746935790551412,0.6976916012924599,0.52997376226329,0.0
2011,Direct full cell,0.1,8464,645,847,344,0.5333333333333333,0.40613931523022434,0.07620510396975426,5.329555293191657,0.7937394696628738,0.791866301619895,0.0
2011,EB component,0.05,8464,645,424,125,0.1937984496124031,0.294811320754717,0.07620510396975426,3.8686558432060845,0.664245779019253,0.33267738991558293,0.0
2011,EB component,0.1,8464,645,847,185,0.2868217054263566,0.21841794569067297,0.07620510396975426,2.8661852594199315,0.8404571460128485,0.45137462924937255,0.0
2011,EB component-phase,0.05,8464,645,424,150,0.23255813953488372,0.35377358490566035,0.07620510396975426,4.642387011847301,0.5539413677442567,0.25986767054528864,0.0
2011,EB component-phase,0.1,8464,645,847,224,0.34728682170542635,0.2644628099173554,0.07620510396975426,3.4704080978922414,0.6027977338631832,0.48189025781428246,0.0
2011,EB component-phase-size,0.05,8464,645,424,208,0.32248062015503876,0.49056603773584906,0.07620510396975426,6.437443323094924,0.7142757723955779,0.5022245037645449,0.0
2011,EB component-phase-size,0.1,8464,645,847,319,0.4945736434108527,0.37662337662337664,0.07620510396975426,4.942232960837612,0.7998617890668687,0.644906456764773,0.0011806375442739079
2011,Full hierarchy,0.05,8464,645,424,239,0.3705426356589147,0.5636792452830188,0.07620510396975426,7.396869972210032,0.7211169738369796,0.6015286333561488,0.018867924528301886
2011,Full hierarchy,0.1,8464,645,847,352,0.5457364341085271,0.4155844155844156,0.07620510396975426,5.453498439544951,0.7870074282382843,0.8048425735797399,0.01770956316410862
2011,Full hierarchy with certificates,0.05,8464,645,424,239,0.3705426356589147,0.5636792452830188,0.07620510396975426,7.396869972210032,0.7211169738369796,0.6015286333561488,0.018867924528301886
2011,Full hierarchy with certificates,0.1,8464,645,847,352,0.5457364341085271,0.4155844155844156,0.07620510396975426,5.453498439544951,0.7870074282382843,0.8048425735797399,0.01770956316410862
2012,Direct full cell,0.05,9097,776,455,227,0.2925257731958763,0.4989010989010989,0.08530284709244806,5.848586722555795,0.6457972382154769,0.6632231007483503,0.0
2012,Direct full cell,0.1,9097,776,910,393,0.5064432989690721,0.4318681318681319,0.08530284709244806,5.062763396397417,0.8261226405668503,0.8540620611377234,0.0
2012,EB component,0.05,9097,776,455,118,0.15206185567010308,0.25934065934065936,0.08530284709244806,3.0402345077602813,0.27757769279737027,0.23281583655566457,0.0
2012,EB component,0.1,9097,776,910,181,0.23324742268041238,0.1989010989010989,0.08530284709244806,2.3317052792568256,0.636858572891855,0.3518016198226275,0.0
2012,EB component-phase,0.05,9097,776,455,163,0.21005154639175258,0.35824175824175825,0.08530284709244806,4.199645972584117,0.5870506156083541,0.266385794809642,0.0
2012,EB component-phase,0.1,9097,776,910,257,0.33118556701030927,0.2824175824175824,0.08530284709244806,3.310763849552509,0.6692809308603265,0.3999923048806295,0.0
2012,EB component-phase-size,0.05,9097,776,455,223,0.28737113402061853,0.4901098901098901,0.08530284709244806,5.745527925682564,0.7438955888332777,0.545757103557069,0.01098901098901099
2012,EB component-phase-size,0.1,9097,776,910,391,0.5038659793814433,0.42967032967032964,0.08530284709244806,5.036998697179109,0.8105588655318288,0.8107193012831612,0.005494505494505495
2012,Full hierarchy,0.05,9097,776,455,237,0.30541237113402064,0.5208791208791209,0.08530284709244806,6.1062337147388694,0.5780178103308934,0.6003154998941921,0.008791208791208791
2012,Full hierarchy,0.1,9097,776,910,399,0.5141752577319587,0.43846153846153846,0.08530284709244806,5.140057494052339,0.7991396472912045,0.8341894153633058,0.023076923076923078
2012,Full hierarchy with certificates,0.05,9097,776,455,237,0.30541237113402064,0.5208791208791209,0.08530284709244806,6.1062337147388694,0.5780178103308934,0.6003154998941921,0.008791208791208791
2012,Full hierarchy with certificates,0.1,9097,776,910,399,0.5141752577319587,0.43846153846153846,0.08530284709244806,5.140057494052339,0.7991396472912045,0.8341894153633058,0.023076923076923078
2013,Direct full cell,0.05,9153,748,458,272,0.36363636363636365,0.5938864628820961,0.08172183983393423,7.267169511710997,0.5030296654623,0.707502264679239,0.0
2013,Direct full cell,0.1,9153,748,916,423,0.5655080213903744,0.46179039301310043,0.08172183983393423,5.65075864605469,0.6875301318309325,0.8317549205303467,0.0
2013,EB component,0.05,9153,748,458,119,0.1590909090909091,0.259825327510917,0.08172183983393423,3.179386661373561,0.4376504119191263,0.24941118339784238,0.0
2013,EB component,0.1,9153,748,916,174,0.232620320855615,0.18995633187772926,0.08172183983393423,2.3244255423487377,0.6165676817992946,0.3077163798072964,0.0
2013,EB component-phase,0.05,9153,748,458,173,0.23128342245989306,0.3777292576419214,0.08172183983393423,4.62213354972795,0.42440324346651254,0.36742155974635593,0.0
2013,EB component-phase,0.1,9153,748,916,272,0.36363636363636365,0.29694323144104806,0.08172183983393423,3.6335847558554986,0.5445914836588024,0.5176809684591946,0.0
2013,EB component-phase-size,0.05,9153,748,458,254,0.339572192513369,0.5545851528384279,0.08172183983393423,6.786253882259532,0.5781517709728669,0.6178374372066211,0.008733624454148471
2013,EB component-phase-size,0.1,9153,748,916,409,0.5467914438502673,0.4465065502183406,0.08172183983393423,5.46373590126801,0.6824027552587411,0.738252491147163,0.004366812227074236
2013,Full hierarchy,0.05,9153,748,458,273,0.3649732620320856,0.5960698689956332,0.08172183983393423,7.293887046680522,0.5183562495951518,0.7242691262455736,0.013100436681222707
2013,Full hierarchy,0.1,9153,748,916,438,0.5855614973262032,0.4781659388646288,0.08172183983393423,5.851140158326133,0.6896610137085512,0.8333031376101457,0.014192139737991267
2013,Full hierarchy with certificates,0.05,9153,748,458,273,0.3649732620320856,0.5960698689956332,0.08172183983393423,7.293887046680522,0.5183562495951518,0.7242691262455736,0.013100436681222707
2013,Full hierarchy with certificates,0.1,9153,748,916,438,0.5855614973262032,0.4781659388646288,0.08172183983393423,5.851140158326133,0.6896610137085512,0.8333031376101457,0.014192139737991267
2014,Direct full cell,0.05,11268,703,564,276,0.39260312944523473,0.48936170212765956,0.062389066382676606,7.843709330831391,0.6533675275779572,0.5625637191599266,0.0
2014,Direct full cell,0.1,11268,703,1127,412,0.5860597439544808,0.36557231588287487,0.062389066382676606,5.8595574045067345,0.7481588729771645,0.8285076689548925,0.0
2014,EB component,0.05,11268,703,564,121,0.1721194879089616,0.21453900709219859,0.062389066382676606,3.4387276414152117,0.6891977017632143,0.22028138381023585,0.0
2014,EB component,0.1,11268,703,1127,186,0.26458036984352773,0.1650399290150843,0.062389066382676606,2.6453341680540112,0.8281541098460125,0.35476562676997664,0.0
2014,EB component-phase,0.05,11268,703,564,160,0.22759601706970128,0.28368794326241137,0.062389066382676606,4.547077872945734,0.6194013764475033,0.39752826298738075,0.0
2014,EB component-phase,0.1,11268,703,1127,259,0.3684210526315789,0.22981366459627328,0.062389066382676606,3.6835567178816606,0.6773967535530694,0.6002514782845103,0.0
2014,EB component-phase-size,0.05,11268,703,564,254,0.3613086770981508,0.450354609929078,0.062389066382676606,7.218486123301353,0.6929379701222032,0.55418110967625,0.0
2014,EB component-phase-size,0.1,11268,703,1127,394,0.5604551920341394,0.34960070984915703,0.062389066382676606,5.603557323727314,0.7431814860297798,0.6476585332698974,0.0
2014,Full hierarchy,0.05,11268,703,564,271,0.38549075391180654,0.4804964539007092,0.062389066382676606,7.701613147301837,0.7003317690587776,0.6035252271234056,0.0070921985815602835
2014,Full hierarchy,0.1,11268,703,1127,420,0.5974395448079659,0.37267080745341613,0.062389066382676606,5.9733352181864765,0.7519177938598729,0.8348739210222252,0.00709849157054126
2014,Full hierarchy with certificates,0.05,11268,703,564,271,0.38549075391180654,0.4804964539007092,0.062389066382676606,7.701613147301837,0.7003317690587776,0.6035252271234056,0.0070921985815602835
2014,Full hierarchy with certificates,0.1,11268,703,1127,420,0.5974395448079659,0.37267080745341613,0.062389066382676606,5.9733352181864765,0.7519177938598729,0.8348739210222252,0.00709849157054126
2015,Direct full cell,0.05,11011,685,551,264,0.3854014598540146,0.4791288566243194,0.0622105167559713,7.701734073416615,0.5769697111661972,0.6798770863320812,0.0
2015,Direct full cell,0.1,11011,685,1102,385,0.5620437956204379,0.34936479128856623,0.0622105167559713,5.615847761866282,0.8144319559834236,0.7696874737534138,0.0
2015,EB component,0.05,11011,685,551,137,0.2,0.24863883847549909,0.0622105167559713,3.996733212341198,0.5935764221903748,0.23098443885160866,0.0
2015,EB component,0.1,11011,685,1102,197,0.2875912408759124,0.17876588021778583,0.0622105167559713,2.8735636599679415,0.8158859983904445,0.32626859706385775,0.0
2015,EB component-phase,0.05,11011,685,551,188,0.27445255474452557,0.3411978221415608,0.0622105167559713,5.48456820379668,0.6280399279844305,0.27113990552677075,0.0
2015,EB component-phase,0.1,11011,685,1102,282,0.4116788321167883,0.2558983666061706,0.0622105167559713,4.11342615284751,0.6723652374012477,0.5501139644871018,0.0
2015,EB component-phase-size,0.05,11011,685,551,265,0.38686131386861317,0.4809437386569873,0.0622105167559713,7.730907308543193,0.6149669783945102,0.5503311776137255,0.0
2015,EB component-phase-size,0.1,11011,685,1102,386,0.5635036496350365,0.3502722323049002,0.0622105167559713,5.630434379429571,0.8146187355144509,0.7968825572066971,0.0
2015,Full hierarchy,0.05,11011,685,551,277,0.4043795620437956,0.5027223230490018,0.0622105167559713,8.08098613006213,0.5929864142769179,0.705508235273674,0.018148820326678767
2015,Full hierarchy,0.1,11011,685,1102,407,0.5941605839416059,0.36932849364791287,0.0622105167559713,5.93675334825864,0.8165449685337303,0.8056579675222932,0.010889292196007259
2015,Full hierarchy with certificates,0.05,11011,685,551,277,0.4043795620437956,0.5027223230490018,0.0622105167559713,8.08098613006213,0.5929864142769179,0.705508235273674,0.018148820326678767
2015,Full hierarchy with certificates,0.1,11011,685,1102,407,0.5941605839416059,0.36932849364791287,0.0622105167559713,5.93675334825864,0.8165449685337303,0.8056579675222932,0.010889292196007259
2016,Direct full cell,0.05,10452,657,523,243,0.3698630136986301,0.4646271510516252,0.06285878300803674,7.391602713533618,0.47151449127558775,0.4537694043443982,0.0
2016,Direct full cell,0.1,10452,657,1046,363,0.5525114155251142,0.34703632887189295,0.06285878300803674,5.520888446528197,0.6206065018538688,0.6537802789332028,0.0
2016,EB component,0.05,10452,657,523,133,0.2024353120243531,0.25430210325047803,0.06285878300803674,4.045609715637742,0.46622874631257727,0.19911372101242422,0.0
2016,EB component,0.1,10452,657,1046,187,0.2846270928462709,0.17877629063097514,0.06285878300803674,2.844094048211495,0.5833419003390661,0.28763287388195635,0.0
2016,EB component-phase,0.05,10452,657,523,173,0.2633181126331811,0.33078393881453155,0.06285878300803674,5.262334442145333,0.4076580600848801,0.35959546529646846,0.0
2016,EB component-phase,0.1,10452,657,1046,248,0.3774733637747336,0.23709369024856597,0.06285878300803674,3.7718466521735334,0.5990583943503193,0.6703912133322458,0.0
2016,EB component-phase-size,0.05,10452,657,523,235,0.3576864535768645,0.44933078393881454,0.06285878300803674,7.148257768232099,0.4860197004443993,0.5294021694804665,0.0019120458891013384
2016,EB component-phase-size,0.1,10452,657,1046,356,0.5418569254185692,0.3403441682600382,0.06285878300803674,5.414425032958781,0.6685838610725954,0.6471195932903787,0.0009560229445506692
2016,Full hierarchy,0.05,10452,657,523,243,0.3698630136986301,0.4646271510516252,0.06285878300803674,7.391602713533618,0.46758194292196326,0.5671098061604546,0.017208413001912046
2016,Full hierarchy,0.1,10452,657,1046,379,0.5768645357686454,0.36233269598470363,0.06285878300803674,5.764233391829714,0.7062246107320422,0.6777315607753582,0.014340344168260038
2016,Full hierarchy with certificates,0.05,10452,657,523,243,0.3698630136986301,0.4646271510516252,0.06285878300803674,7.391602713533618,0.46758194292196326,0.5671098061604546,0.017208413001912046
2016,Full hierarchy with certificates,0.1,10452,657,1046,379,0.5768645357686454,0.36233269598470363,0.06285878300803674,5.764233391829714,0.7062246107320422,0.6777315607753582,0.014340344168260038
2017,Direct full cell,0.05,11128,768,557,267,0.34765625,0.4793536804308797,0.06901509705248023,6.945635098743268,0.807976095929142,0.490760212984921,0.0
2017,Direct full cell,0.1,11128,768,1113,397,0.5169270833333334,0.35669362084456424,0.06901509705248023,5.168341943695718,0.8819034440717438,0.7033871761600071,0.0
2017,EB component,0.05,11128,768,557,140,0.18229166666666666,0.2513464991023339,0.06901509705248023,3.6419060442848594,0.5795545458474505,0.2582218443778245,0.0
2017,EB component,0.1,11128,768,1113,216,0.28125,0.1940700808625337,0.06901509705248023,2.8119946091644206,0.7948379491003651,0.3586737661640342,0.0
2017,EB component-phase,0.05,11128,768,557,184,0.23958333333333334,0.3303411131059246,0.06901509705248023,4.786505086774388,0.7404173396504332,0.2579086312586693,0.0017953321364452424
2017,EB component-phase,0.1,11128,768,1113,297,0.38671875,0.2668463611859838,0.06901509705248023,3.866492587601078,0.8302618804517647,0.42695422613987205,0.0008984725965858042
2017,EB component-phase-size,0.05,11128,768,557,262,0.3411458333333333,0.4703770197486535,0.06901509705248023,6.8155670257330945,0.7849750504766096,0.3886079914090116,0.005385996409335727
2017,EB component-phase-size,0.1,11128,768,1113,410,0.5338541666666666,0.3683737646001797,0.06901509705248023,5.33758235998802,0.8958127576132923,0.696630721732516,0.0026954177897574125
2017,Full hierarchy,0.05,11128,768,557,279,0.36328125,0.5008976660682226,0.06901509705248023,7.257798473967684,0.7908080036684392,0.42185332677077275,0.01436265709156194
2017,Full hierarchy,0.1,11128,768,1113,413,0.5377604166666666,0.3710691823899371,0.06901509705248023,5.37663784067086,0.872695973414261,0.7097409280057273,0.016172506738544475
2017,Full hierarchy with certificates,0.05,11128,768,557,279,0.36328125,0.5008976660682226,0.06901509705248023,7.257798473967684,0.7908080036684392,0.42185332677077275,0.01436265709156194
2017,Full hierarchy with certificates,0.1,11128,768,1113,413,0.5377604166666666,0.3710691823899371,0.06901509705248023,5.37663784067086,0.872695973414261,0.7097409280057273,0.016172506738544475
2018,Direct full cell,0.05,12760,814,638,310,0.3808353808353808,0.48589341692789967,0.06379310344827586,7.616707616707616,0.5035528920925145,0.6864104800910797,0.0
2018,Direct full cell,0.1,12760,814,1276,465,0.5712530712530712,0.36442006269592475,0.06379310344827586,5.712530712530712,0.5939889587131805,0.7932961719870477,0.0
2018,EB component,0.05,12760,814,638,138,0.16953316953316952,0.21630094043887146,0.06379310344827586,3.3906633906633905,0.30603230537039006,0.21590052193455858,0.0
2018,EB component,0.1,12760,814,1276,218,0.2678132678132678,0.17084639498432602,0.06379310344827586,2.678132678132678,0.6196738085850831,0.38803542649298417,0.0
2018,EB component-phase,0.05,12760,814,638,187,0.22972972972972974,0.29310344827586204,0.06379310344827586,4.594594594594594,0.3941297579008564,0.3917318468794819,0.0
2018,EB component-phase,0.1,12760,814,1276,305,0.3746928746928747,0.2390282131661442,0.06379310344827586,3.746928746928747,0.6352088346206879,0.6479972794345955,0.0
2018,EB component-phase-size,0.05,12760,814,638,282,0.3464373464373464,0.44200626959247646,0.06379310344827586,6.928746928746928,0.44697687945813075,0.367335472328597,0.0
2018,EB component-phase-size,0.1,12760,814,1276,460,0.5651105651105651,0.3605015673981191,0.06379310344827586,5.6511056511056506,0.7038619267920057,0.7742965712004495,0.0
2018,Full hierarchy,0.05,12760,814,638,313,0.3845208845208845,0.49059561128526646,0.06379310344827586,7.69041769041769,0.4791121869056382,0.5366315260301924,0.01567398119122257
2018,Full hierarchy,0.1,12760,814,1276,479,0.5884520884520884,0.37539184952978055,0.06379310344827586,5.884520884520884,0.6207757368912457,0.7981310898525867,0.017241379310344827
2018,Full hierarchy with certificates,0.05,12760,814,638,313,0.3845208845208845,0.49059561128526646,0.06379310344827586,7.69041769041769,0.4791121869056382,0.5366315260301924,0.01567398119122257
2018,Full hierarchy with certificates,0.1,12760,814,1276,479,0.5884520884520884,0.37539184952978055,0.06379310344827586,5.884520884520884,0.6207757368912457,0.7981310898525867,0.017241379310344827
2019,Direct full cell,0.05,13667,863,684,327,0.37891077636152953,0.4780701754385965,0.06314480134630862,7.571014006627229,0.5886355476477187,0.3944269209860416,0.0
2019,Direct full cell,0.1,13667,863,1367,510,0.5909617612977984,0.37307973664959765,0.06314480134630862,5.908320696164602,0.7529855367576826,0.7753168888767213,0.0
2019,EB component,0.05,13667,863,684,126,0.14600231749710313,0.18421052631578946,0.06314480134630862,2.9172714520948957,0.23883484393347892,0.361408292887062,0.0
2019,EB component,0.1,13667,863,1367,203,0.23522595596755505,0.1485003657644477,0.06314480134630862,2.3517433359243416,0.7457442523860831,0.5482045570986627,0.0
2019,EB component-phase,0.05,13667,863,684,182,0.21089223638470453,0.26608187134502925,0.06314480134630862,4.21383654191485,0.3065613286104571,0.37563944870526306,0.0
2019,EB component-phase,0.1,13667,863,1367,305,0.35341830822711473,0.22311631309436722,0.06314480134630862,3.533407475157262,0.38429193168189435,0.5632990664440003,0.0
2019,EB component-phase-size,0.05,13667,863,684,313,0.3626882966396292,0.45760233918128657,0.06314480134630862,7.246872734172241,0.6123417147242829,0.5718641591933951,0.0
2019,EB component-phase-size,0.1,13667,863,1367,480,0.5561993047508691,0.3511338697878566,0.06314480134630862,5.560772419919625,0.6550676898383941,0.7071603588734752,0.0
2019,Full hierarchy,0.05,13667,863,684,334,0.3870220162224797,0.48830409356725146,0.06314480134630862,7.733084642854723,0.33787066650224534,0.4354777679133635,0.005847953216374269
2019,Full hierarchy,0.1,13667,863,1367,513,0.5944380069524913,0.37527432333577176,0.06314480134630862,5.9430755237890995,0.6605599150707433,0.7605479703858985,0.005120702267739576
2019,Full hierarchy with certificates,0.05,13667,863,684,334,0.3870220162224797,0.48830409356725146,0.06314480134630862,7.733084642854723,0.33787066650224534,0.4354777679133635,0.005847953216374269
2019,Full hierarchy with certificates,0.1,13667,863,1367,513,0.5944380069524913,0.37527432333577176,0.06314480134630862,5.9430755237890995,0.6605599150707433,0.7605479703858985,0.005120702267739576
2020,Direct full cell,0.05,8269,558,414,205,0.3673835125448029,0.49516908212560384,0.0674809529568267,7.337908853219746,0.6504897045156379,0.5919736331911593,0.0
2020,Direct full cell,0.1,8269,558,827,306,0.5483870967741935,0.37001209189842804,0.0674809529568267,5.483207863634591,0.8493790297493803,0.7193977357748662,0.0
2020,EB component,0.05,8269,558,414,65,0.11648745519713262,0.1570048309178744,0.0674809529568267,2.3266540266306515,0.030825771364313494,0.149297959139092,0.0
2020,EB component,0.1,8269,558,827,129,0.23118279569892472,0.15598548972188633,0.0674809529568267,2.311548413100857,0.6724889118493229,0.2449824967642224,0.0
2020,EB component-phase,0.05,8269,558,414,119,0.2132616487455197,0.28743961352657005,0.0674809529568267,4.259566602600731,0.6436107520524309,0.3142445210229972,0.0
2020,EB component-phase,0.1,8269,558,827,168,0.3010752688172043,0.20314389359129384,0.0674809529568267,3.01038863101507,0.6532812448677151,0.5073590047458071,0.0
2020,EB component-phase-size,0.05,8269,558,414,196,0.35125448028673834,0.47342995169082125,0.0674809529568267,7.015756757224733,0.6694784946392378,0.6232937758384349,0.0
2020,EB component-phase-size,0.1,8269,558,827,303,0.543010752688172,0.36638452237001207,0.0674809529568267,5.429450923795036,0.8684609255598901,0.7201404627844616,0.0
2020,Full hierarchy,0.05,8269,558,414,209,0.37455197132616486,0.5048309178743962,0.0674809529568267,7.481087562550864,0.6483599270225309,0.6592193720680032,0.021739130434782608
2020,Full hierarchy,0.1,8269,558,827,320,0.5734767025089605,0.38694074969770254,0.0674809529568267,5.734073582885847,0.8523548493209444,0.7236847997640748,0.019347037484885126
2020,Full hierarchy with certificates,0.05,8269,558,414,209,0.37455197132616486,0.5048309178743962,0.0674809529568267,7.481087562550864,0.6483599270225309,0.6592193720680032,0.021739130434782608
2020,Full hierarchy with certificates,0.1,8269,558,827,320,0.5734767025089605,0.38694074969770254,0.0674809529568267,5.734073582885847,0.8523548493209444,0.7236847997640748,0.019347037484885126
2021,Direct full cell,0.05,11800,753,590,304,0.4037184594953519,0.5152542372881356,0.06381355932203389,8.074369189907038,0.8532780374112329,0.6144784815633173,0.0
2021,Direct full cell,0.1,11800,753,1180,436,0.5790172642762285,0.3694915254237288,0.06381355932203389,5.790172642762285,0.9138590151532334,0.8143698341323069,0.0
2021,EB component,0.05,11800,753,590,90,0.11952191235059761,0.15254237288135594,0.06381355932203389,2.3904382470119527,0.3720334707303048,0.24208860418739486,0.0
2021,EB component,0.1,11800,753,1180,190,0.25232403718459495,0.16101694915254236,0.06381355932203389,2.5232403718459495,0.8652410122320504,0.3851513741907976,0.0
2021,EB component-phase,0.05,11800,753,590,178,0.23638778220451528,0.3016949152542373,0.06381355932203389,4.727755644090307,0.7615907471396625,0.4287683645385124,0.0
2021,EB component-phase,0.1,11800,753,1180,280,0.37184594953519257,0.23728813559322035,0.06381355932203389,3.7184594953519263,0.7873699484146985,0.6352692819578505,0.0
2021,EB component-phase-size,0.05,11800,753,590,299,0.39707835325365204,0.5067796610169492,0.06381355932203389,7.941567065073042,0.8689046708500202,0.6669878172741881,0.0
2021,EB component-phase-size,0.1,11800,753,1180,421,0.5590969455511288,0.35677966101694913,0.06381355932203389,5.5909694555112885,0.916316460259899,0.7997444254930594,0.0
2021,Full hierarchy,0.05,11800,753,590,318,0.42231075697211157,0.5389830508474577,0.06381355932203389,8.446215139442232,0.8628410663226126,0.6466931447670491,0.00847457627118644
2021,Full hierarchy,0.1,11800,753,1180,452,0.600265604249668,0.38305084745762713,0.06381355932203389,6.002656042496681,0.9008829182495265,0.7653398543327609,0.011016949152542373
2021,Full hierarchy with certificates,0.05,11800,753,590,318,0.42231075697211157,0.5389830508474577,0.06381355932203389,8.446215139442232,0.8628410663226126,0.6466931447670491,0.00847457627118644
2021,Full hierarchy with certificates,0.1,11800,753,1180,452,0.600265604249668,0.38305084745762713,0.06381355932203389,6.002656042496681,0.9008829182495265,0.7653398543327609,0.011016949152542373
2022,Direct full cell,0.05,13370,776,669,299,0.3853092783505155,0.4469357249626308,0.058040388930441285,7.700426086018523,0.411154408378658,0.6625934730894241,0.0
2022,Direct full cell,0.1,13370,776,1337,429,0.5528350515463918,0.32086761406133135,0.058040388930441285,5.528350515463918,0.8509349469470686,0.7677590300507842,0.0
2022,EB component,0.05,13370,776,669,125,0.16108247422680413,0.18684603886397608,0.058040388930441285,3.2192416747569075,0.12147020963047363,0.42715021431112327,0.0
2022,EB component,0.1,13370,776,1337,195,0.25128865979381443,0.14584891548242335,0.058040388930441285,2.5128865979381447,0.44827087081554334,0.5872646557653768,0.0
2022,EB component-phase,0.05,13370,776,669,160,0.20618556701030927,0.23916292974588937,0.058040388930441285,4.120629343688842,0.31859888011617765,0.538777097388733,0.0
2022,EB component-phase,0.1,13370,776,1337,245,0.31572164948453607,0.18324607329842932,0.058040388930441285,3.1572164948453607,0.7749359530853346,0.7048889748790954,0.0
2022,EB component-phase-size,0.05,13370,776,669,280,0.36082474226804123,0.41853512705530643,0.058040388930441285,7.211101351455473,0.824243393092284,0.6339450233125713,0.0014947683109118087
2022,EB component-phase-size,0.1,13370,776,1337,416,0.5360824742268041,0.31114435302916976,0.058040388930441285,5.360824742268041,0.8732692442154358,0.7311932182164836,0.0007479431563201197
2022,Full hierarchy,0.05,13370,776,669,306,0.3943298969072165,0.45739910313901344,0.058040388930441285,7.88070361980491,0.8269800207917403,0.6710486124811568,0.01195814648729447
2022,Full hierarchy,0.1,13370,776,1337,435,0.5605670103092784,0.32535527299925204,0.058040388930441285,5.605670103092783,0.8888356709711815,0.7672924739356998,0.008227374719521317
