train_start,train_end,test_year,rule,capacity,test_component_units,damage_units,selected_units,selected_damage_units,damage_capture,selected_hit_rate,overall_damage_rate,damage_lift,hard_consequence_units,selected_hard_consequence_units,hard_consequence_capture,total_event_cost,selected_event_cost,cost_capture,total_event_aos,selected_event_aos,aos_capture
2008,2012,2013,bayesian_posterior_mean,0.025,9153,748,229,155,0.2072192513368984,0.6768558951965066,0.08172183983393423,8.282435840552974,2095,192,0.09164677804295943,24268356.0,7686608.0,0.31673377463228247,60715.0,35754.0,0.5888824837354855
2008,2012,2013,membership_probability,0.025,9153,748,229,152,0.20320855614973263,0.6637554585152838,0.08172183983393423,8.12213063073582,2095,189,0.09021479713603818,24268356.0,7761143.0,0.3198050580764515,60715.0,33999.0,0.5599769414477477
2008,2012,2013,boundary_excess,0.025,9153,748,229,149,0.19919786096256684,0.6506550218340611,0.08172183983393423,7.9618254209186645,2095,190,0.09069212410501193,24268356.0,7485735.0,0.30845661733328783,60715.0,28471.0,0.4689286008399901
2008,2012,2013,membership_x_boundary_excess,0.025,9153,748,229,152,0.20320855614973263,0.6637554585152838,0.08172183983393423,8.12213063073582,2095,190,0.09069212410501193,24268356.0,7738858.0,0.3188867840903603,60715.0,33979.0,0.5596475335584288
2008,2012,2013,bayesian_posterior_mean,0.05,9153,748,458,273,0.3649732620320856,0.5960698689956332,0.08172183983393423,7.293887046680522,2095,371,0.17708830548926013,24268356.0,12579654.0,0.5183562495951518,60715.0,43974.0,0.7242691262455736
2008,2012,2013,membership_probability,0.05,9153,748,458,273,0.3649732620320856,0.5960698689956332,0.08172183983393423,7.293887046680522,2095,371,0.17708830548926013,24268356.0,12579654.0,0.5183562495951518,60715.0,43974.0,0.7242691262455736
2008,2012,2013,boundary_excess,0.05,9153,748,458,268,0.3582887700534759,0.5851528384279476,0.08172183983393423,7.1602993718328936,2095,366,0.1747016706443914,24268356.0,12714796.0,0.5239249003929232,60715.0,44125.0,0.7267561558099317
2008,2012,2013,membership_x_boundary_excess,0.05,9153,748,458,270,0.3609625668449198,0.5895196506550219,0.08172183983393423,7.213734441771945,2095,368,0.1756563245823389,24268356.0,12579240.0,0.5183391903431778,60715.0,44045.0,0.7254385242526559
2008,2012,2013,bayesian_posterior_mean,0.1,9153,748,916,438,0.5855614973262032,0.4781659388646288,0.08172183983393423,5.851140158326133,2095,658,0.31408114558472555,24268356.0,16736939.0,0.6896610137085512,60715.0,50594.0,0.8333031376101457
2008,2012,2013,membership_probability,0.1,9153,748,916,439,0.5868983957219251,0.47925764192139736,0.08172183983393423,5.864498925810896,2095,658,0.31408114558472555,24268356.0,16736939.0,0.6896610137085512,60715.0,50794.0,0.8365972165033353
2008,2012,2013,boundary_excess,0.1,9153,748,916,438,0.5855614973262032,0.4781659388646288,0.08172183983393423,5.851140158326133,2095,655,0.3126491646778043,24268356.0,16687639.0,0.6876295617222691,60715.0,50816.0,0.8369595651815861
2008,2012,2013,membership_x_boundary_excess,0.1,9153,748,916,438,0.5855614973262032,0.4781659388646288,0.08172183983393423,5.851140158326133,2095,654,0.31217183770883056,24268356.0,16686260.0,0.687572738754945,60715.0,50792.0,0.8365642757144034
2008,2012,2013,bayesian_posterior_mean,0.2,9153,748,1831,567,0.7580213903743316,0.3096668487165483,0.08172183983393423,3.7892789656451424,2095,997,0.4758949880668258,24268356.0,21116616.0,0.870129645370292,60715.0,55493.0,0.9139916000988224
2008,2012,2013,membership_probability,0.2,9153,748,1831,565,0.7553475935828877,0.3085745494265429,0.08172183983393423,3.7759129022742606,2095,989,0.4720763723150358,24268356.0,20967683.0,0.8639927236933561,60715.0,54768.0,0.9020505641110105
2008,2012,2013,boundary_excess,0.2,9153,748,1831,568,0.7593582887700535,0.3102129983615511,0.08172183983393423,3.795961997330584,2095,1012,0.483054892601432,24268356.0,21203589.0,0.8737134480802903,60715.0,55908.0,0.9208268138021906
2008,2012,2013,membership_x_boundary_excess,0.2,9153,748,1831,570,0.7620320855614974,0.3113052976515565,0.08172183983393423,3.8093280607014663,2095,1008,0.481145584725537,24268356.0,21216529.0,0.8742466527192859,60715.0,55851.0,0.9198880013176316
2008,2012,2013,direct_full_cell,0.01,9153,748,92,64,0.0855614973262032,0.6956521739130435,0.08172183983393423,8.512438967681934,2095,78,0.037231503579952266,24268356.0,1920587.0,0.0791395593504562,60715.0,16639.0,0.2740508935188998
2008,2012,2013,direct_full_cell,0.025,9153,748,229,151,0.2018716577540107,0.6593886462882096,0.08172183983393423,8.068695560796767,2095,192,0.09164677804295943,24268356.0,8062834.0,0.3322365140844316,60715.0,29994.0,0.4940130116116281
2008,2012,2013,direct_full_cell,0.05,9153,748,458,272,0.36363636363636365,0.5938864628820961,0.08172183983393423,7.267169511710997,2095,364,0.1737470167064439,24268356.0,12207703.0,0.5030296654623,60715.0,42956.0,0.707502264679239
2008,2012,2013,direct_full_cell,0.1,9153,748,916,423,0.5655080213903744,0.46179039301310043,0.08172183983393423,5.65075864605469,2095,644,0.3073985680190931,24268356.0,16685226.0,0.6875301318309325,60715.0,50500.0,0.8317549205303467
2008,2012,2013,direct_full_cell,0.2,9153,748,1831,556,0.7433155080213903,0.3036592026215183,0.08172183983393423,3.71576561710529,2095,979,0.46730310262529834,24268356.0,19008281.0,0.7832537564555259,60715.0,55183.0,0.9088857778143786
2008,2012,2013,hierarchical_eb_execution,0.01,9153,748,92,67,0.08957219251336898,0.7282608695652174,0.08172183983393423,8.911459544292025,2095,82,0.03914081145584725,24268356.0,4640106.0,0.19119984888964048,60715.0,18911.0,0.3114716297455324
2008,2012,2013,hierarchical_eb_execution,0.025,9153,748,229,155,0.2072192513368984,0.6768558951965066,0.08172183983393423,8.282435840552974,2095,192,0.09164677804295943,24268356.0,7686608.0,0.31673377463228247,60715.0,35754.0,0.5888824837354855
2008,2012,2013,hierarchical_eb_execution,0.05,9153,748,458,273,0.3649732620320856,0.5960698689956332,0.08172183983393423,7.293887046680522,2095,371,0.17708830548926013,24268356.0,12579654.0,0.5183562495951518,60715.0,43974.0,0.7242691262455736
2008,2012,2013,hierarchical_eb_execution,0.1,9153,748,916,438,0.5855614973262032,0.4781659388646288,0.08172183983393423,5.851140158326133,2095,658,0.31408114558472555,24268356.0,16736939.0,0.6896610137085512,60715.0,50594.0,0.8333031376101457
2008,2012,2013,hierarchical_eb_execution,0.2,9153,748,1831,567,0.7580213903743316,0.3096668487165483,0.08172183983393423,3.7892789656451424,2095,997,0.4758949880668258,24268356.0,21116616.0,0.870129645370292,60715.0,55493.0,0.9139916000988224
2008,2012,2013,frequency,0.01,9153,748,92,2,0.00267379679144385,0.021739130434782608,0.08172183983393423,0.26601371774006044,2095,9,0.0042959427207637235,24268356.0,3656.0,0.00015064885318148455,60715.0,54.0,0.0008894013011611628
2008,2012,2013,frequency,0.025,9153,748,229,6,0.008021390374331552,0.026200873362445413,0.08172183983393423,0.32061041963430864,2095,22,0.010501193317422435,24268356.0,4484.0,0.00018476735712958883,60715.0,203.0,0.0033434900765873343
2008,2012,2013,frequency,0.05,9153,748,458,6,0.008021390374331552,0.013100436681222707,0.08172183983393423,0.16030520981715432,2095,33,0.015751789976133652,24268356.0,4967.0,0.00020466981776598298,60715.0,243.0,0.004002305855225233
2008,2012,2013,frequency,0.1,9153,748,916,7,0.009358288770053475,0.007641921397379912,0.08172183983393423,0.09351137239334002,2095,74,0.03532219570405728,24268356.0,22292.0,0.0009185624275496866,60715.0,287.0,0.004727003211726921
2008,2012,2013,frequency,0.2,9153,748,1831,11,0.014705882352941176,0.006007646095030038,0.08172183983393423,0.07351334853985285,2095,144,0.06873508353221958,24268356.0,390072.0,0.016073276657059092,60715.0,420.0,0.006917565675697933
2008,2012,2013,component_only,0.01,9153,748,92,44,0.058823529411764705,0.4782608695652174,0.08172183983393423,5.85230179028133,2095,56,0.02673031026252983,24268356.0,1978849.0,0.08154029881546158,60715.0,8189.0,0.13487606028164376
2008,2012,2013,component_only,0.025,9153,748,229,77,0.10294117647058823,0.33624454148471616,0.08172183983393423,4.114500385306961,2095,129,0.06157517899761337,24268356.0,4115197.0,0.169570489241216,60715.0,13231.0,0.21791978917895083
