rule,test_years,records,brier_score,log_loss,expected_calibration_error,mean_predicted_rate,observed_rate
bayesian_species_child,31,273838,0.05585164146352199,0.1997636060274473,0.00788414474843096,0.08623909936585135,0.08396205055543789
compact_lightgbm,31,273838,0.1331732698177221,0.42540478519726765,0.22705783686323172,0.3110198874186696,0.08396205055543789
compact_catboost,31,273838,0.1332684913711957,0.42925825882054897,0.23260047547330892,0.31656252602874696,0.08396205055543789


