alpha,lift,capture,brier,lift_sd
2.0,2.878664622078495,0.14408915044904333,0.015117575751439901,0.4573895208485796
5.0,3.011040266188981,0.15073294695260847,0.01192773458677433,0.40512855201337916
10.0,3.063185806359522,0.15334164944993683,0.011782913819456712,0.5152839734156763
20.0,2.7962686170768953,0.13999145906662624,0.012104030220059708,0.5064552482304839
50.0,2.5392268227426826,0.12711452348710586,0.013553163051767932,0.6638893426558905
