rep,alpha,draws,method,capture,hit_rate,lift,brier,selected_cells
11024,10.0,500,Hierarchical shrinkage,0.1423047177107502,0.44987775061124696,2.845746420919868,0.012443644687579655,19
11025,10.0,500,Hierarchical shrinkage,0.15553339980059822,0.3929471032745592,3.109884452436142,0.010801936325622569,24
11026,10.0,500,Hierarchical shrinkage,0.1368909512761021,0.3155080213903743,2.737819025522042,0.009028525932099431,23
11027,10.0,500,Hierarchical shrinkage,0.1580952380952381,0.4289405684754522,3.1594536729420453,0.011613582495504982,21
11028,10.0,500,Hierarchical shrinkage,0.12971698113207547,0.41457286432160806,2.5933618564520717,0.013569373315148573,24
11029,10.0,500,Hierarchical shrinkage,0.1615828524319868,0.48635235732009924,3.2256427985492158,0.010187894552527787,21
12000,20.0,500,Hierarchical shrinkage,0.18094405594405594,0.5280612244897959,3.6105724632510343,0.01174985237361536,18
12001,20.0,500,Hierarchical shrinkage,0.19614147909967847,0.48284960422163586,3.9150667266202306,0.011533336619781287,20
12002,20.0,500,Hierarchical shrinkage,0.14126016260162602,0.35732647814910024,2.8237507053733775,0.012383505444683335,24
12003,20.0,500,Hierarchical shrinkage,0.16874480465502908,0.5087719298245614,3.369398142071722,0.016329702110332564,17
12004,20.0,500,Hierarchical shrinkage,0.12732919254658384,0.3161953727506427,2.540364687285443,0.00978327846867257,24
12005,20.0,500,Hierarchical shrinkage,0.14615384615384616,0.5036144578313253,2.9188507877664502,0.017528467232797218,21
12006,20.0,500,Hierarchical shrinkage,0.13762214983713356,0.4152334152334152,2.7470327893780664,0.013797671684932473,19
12007,20.0,500,Hierarchical shrinkage,0.1689419795221843,0.4900990099009901,3.378839590443686,0.012880996424059977,20
12008,20.0,500,Hierarchical shrinkage,0.1100846805234796,0.35396039603960394,2.197878794807887,0.01373222994662781,25
12009,20.0,500,Hierarchical shrinkage,0.190436933223413,0.5848101265822785,3.805845951558538,0.01239136879915794,17
12010,20.0,500,Hierarchical shrinkage,0.09424603174603174,0.24484536082474226,1.8827345156275568,0.012349756199749411,25
12011,20.0,500,Hierarchical shrinkage,0.1163895486935867,0.2620320855614973,2.3271685698680247,0.01010124052829321,24
12012,20.0,500,Hierarchical shrinkage,0.14285714285714285,0.32545931758530183,2.856017997750281,0.011664147184227395,24
12013,20.0,500,Hierarchical shrinkage,0.15212765957446808,0.3695090439276486,3.0350843916652925,0.00969312862486605,18
12014,20.0,500,Hierarchical shrinkage,0.1610555050045496,0.455012853470437,3.215313758008566,0.012863592750650807,22
12015,20.0,500,Hierarchical shrinkage,0.13875123885034688,0.356234096692112,2.7732594940699107,0.012892695751626096,21
12016,20.0,500,Hierarchical shrinkage,0.10427010923535253,0.26717557251908397,2.081157091201286,0.011373066921308813,22
12017,20.0,500,Hierarchical shrinkage,0.09929078014184398,0.28865979381443296,1.981721137676391,0.01292820939103625,22
12018,20.0,500,Hierarchical shrinkage,0.12717291857273558,0.3492462311557789,2.542499781616224,0.013307581398082122,23
12019,20.0,500,Hierarchical shrinkage,0.14944834503510532,0.3850129198966408,2.9881945578337077,0.011560229251916194,19
12020,20.0,500,Hierarchical shrinkage,0.12813620071684587,0.3611111111111111,2.561753285543608,0.011193230394516702,22
12021,20.0,500,Hierarchical shrinkage,0.13268892794376097,0.3813131313131313,2.647747243968685,0.01050287807032556,20
12022,20.0,500,Hierarchical shrinkage,0.13418903150525088,0.29562982005141386,2.6803310406061676,0.007381200103627411,23
12023,20.0,500,Hierarchical shrinkage,0.10849056603773585,0.29562982005141386,2.167859048358151,0.012217608617702212,24
12024,20.0,500,Hierarchical shrinkage,0.13266162888329136,0.3920595533498759,2.648623985099162,0.012736069927964165,22
12025,20.0,500,Hierarchical shrinkage,0.1453416149068323,0.3046875,2.903047360248447,0.009787408258589404,22
12026,20.0,500,Hierarchical shrinkage,0.14129353233830846,0.3594936708860759,2.8190742490081235,0.010193379716916945,22
12027,20.0,500,Hierarchical shrinkage,0.15422396856581533,0.4025641025641026,3.0825021409500777,0.01175820341670847,26
12028,20.0,500,Hierarchical shrinkage,0.11872509960159362,0.369727047146402,2.373028975907783,0.01311764419639982,22
12029,20.0,500,Hierarchical shrinkage,0.15072463768115943,0.3979591836734694,3.0133392487429753,0.01338922679262366,21
15000,50.0,500,Hierarchical shrinkage,0.12099276111685625,0.3023255813953488,2.415165580433371,0.012967990410474304,23
15001,50.0,500,Hierarchical shrinkage,0.1865671641791045,0.39577836411609496,3.728389713700626,0.010235300802389144,19
15002,50.0,500,Hierarchical shrinkage,0.10168302945301542,0.35279805352798055,2.032918377166491,0.01789846172946888,22
15003,50.0,500,Hierarchical shrinkage,0.15194681861348527,0.4050632911392405,3.0389363722697054,0.013187048062541295,18
15004,50.0,500,Hierarchical shrinkage,0.12285456187895212,0.35233160621761656,2.4570912375790424,0.014831479143413734,21
15005,50.0,500,Hierarchical shrinkage,0.08227848101265822,0.2549019607843137,1.6429480019856044,0.014425156688304137,26
15006,50.0,500,Hierarchical shrinkage,0.11742133537989255,0.3722627737226277,2.3441412574015046,0.01474205359513364,24
15007,50.0,500,Hierarchical shrinkage,0.16429170159262363,0.49122807017543857,3.2800694107439594,0.012182899754770538,19
15008,50.0,500,Hierarchical shrinkage,0.12629594721960416,0.3507853403141361,2.520629061786026,0.011666255265616775,25
15009,50.0,500,Hierarchical shrinkage,0.09737510584250635,0.286783042394015,1.9445881485954886,0.015553356391073648,24
15010,50.0,500,Hierarchical shrinkage,0.16681299385425813,0.4859335038363171,3.3354066136894884,0.014716512482647454,20
15011,50.0,500,Hierarchical shrinkage,0.1109936575052854,0.2692307692307692,2.216173361522199,0.010306104716161526,20
15012,50.0,500,Hierarchical shrinkage,0.13157894736842105,0.34974093264248707,2.6274884101445326,0.011636431856830635,20
15013,50.0,500,Hierarchical shrinkage,0.1477832512315271,0.5185185185185185,2.9545703338806786,0.015009855541717288,19
15014,50.0,500,Hierarchical shrinkage,0.08880666049953746,0.24552429667519182,1.7720449238296454,0.012000333329483547,25
15015,50.0,500,Hierarchical shrinkage,0.11527377521613832,0.3053435114503817,2.3048888693343894,0.012531584016144478,24
15016,50.0,500,Hierarchical shrinkage,0.10260115606936417,0.34382566585956414,2.0487935450461165,0.017095729094087176,24
15017,50.0,500,Hierarchical shrinkage,0.10336341263330599,0.31738035264483627,2.06492500149811,0.01307791274802956,25
15018,50.0,500,Hierarchical shrinkage,0.16495901639344263,0.4170984455958549,3.2923426484328546,0.013597943459291975,22
15019,50.0,500,Hierarchical shrinkage,0.21387755102040817,0.6632911392405063,4.2748437096357526,0.014549614989890651,15
15020,50.0,500,Hierarchical shrinkage,0.12073272273105745,0.35802469135802467,2.411077188762451,0.016234311921041297,20
15021,50.0,500,Hierarchical shrinkage,0.11819021237303785,0.3248730964467005,2.358704669769535,0.012835098470562786,22
15022,50.0,500,Hierarchical shrinkage,0.0957562568008705,0.22564102564102564,1.9121787896543065,0.010181814858053424,25
15023,50.0,500,Hierarchical shrinkage,0.150390625,0.39285714285714285,3.003592354910714,0.009267938642842425,17
15024,50.0,500,Hierarchical shrinkage,0.095,0.285,1.899525,0.017463989309827472,24
15025,50.0,500,Hierarchical shrinkage,0.1055793991416309,0.30904522613065327,2.1086699592382514,0.014304469536862971,22
15026,50.0,500,Hierarchical shrinkage,0.1392857142857143,0.39,2.784321428571429,0.01407130224081461,20
15027,50.0,500,Hierarchical shrinkage,0.18175937904269082,0.6706443914081146,3.628680681842742,0.01610409731623339,15
15028,50.0,500,Hierarchical shrinkage,0.1076923076923077,0.2713178294573643,2.149115483999205,0.011789097079310803,22
15029,50.0,500,Hierarchical shrinkage,0.08129175946547884,0.18717948717948718,1.6245845468562616,0.012130748100018377,26
