alpha,lift,capture,brier,lift_sd
2.0,3.256425362077695,0.1630880463688657,0.015220065240771264,0.28916777846892755
5.0,3.455531650099858,0.17299634704557715,0.009822017175076856,0.35454157491929716
10.0,2.845056246289968,0.14237123465615775,0.009682203934666789,0.3855087888412965
20.0,2.8679559641504015,0.14357484841709095,0.0127455240687968,0.5062061303182269
50.0,2.398903371221878,0.12010005926297536,0.014252301194442984,0.7566410164446539
