draws,boundary_cells,boundary_damage_rate,hierarchical_lift
100,7.65,0.4792626138877385,2.9476388106870153
200,7.2,0.4968889006169209,2.9386036190158356
500,6.45,0.49514655866546303,2.9937766839787505
1000,7.2,0.5326785810860921,2.9985354227351393
